source_idx,source_name,era_journal_name,harzing_journal_name,wos_journal_name,n_refs,n_exogenous,frac_exogenous
124412575,Mathematics and Financial Economics,Mathematics and Financial Economics,,Mathematics and Financial Economics,10065,5651,0.5615
5406955999,Journal for Advancement of Marketing Education,Journal for Advancement of Marketing Education,,,1040,584,0.5615
4210210758,Asian Journal of Business Research,Asian Journal of Business Research,,,10788,6064,0.5621
2739385614,AD-minister,,,AD-minister,6231,3505,0.5625
4210201856,New Zealand Economic Papers,New Zealand Economic Papers,,New Zealand Economic Papers,8513,4792,0.5629
2764538546,Polish Journal of Management Studies,,,Polish Journal of Management Studies,10455,5887,0.5631
94039387,International Journal of Hospitality & Tourism Administration,International Journal of Hospitality and Tourism Administration,,,27586,15535,0.5631
4306515389,Journal of Business & Retail Management Research,The Journal of Business and Retail Management Research,,,11426,6435,0.5632
4210175380,Revista Perspectiva Empresarial,,,Revista Perspectiva Empresarial,4519,2546,0.5634
4210240883,Bulletin of Monetary Economics and Banking,Buletin Ekonomi Moneter Dan Perbankan,,,14911,8403,0.5635
4210195752,The Journal of Investment Strategies,The Journal of Investment Strategies,,Journal of Investment Strategies,637,359,0.5636
164447516,International Journal of Asian Business and Information Management,International Journal of Asian Business and Information Management,,International Journal of Asian Business and Information Management,15346,8651,0.5637
157344451,South African Journal of Economic and Management Sciences,South African Journal of Economic and Management Sciences,,South African Journal of Economic and Management Sciences,33360,18808,0.5638
2765032997,Indian Economic Review,,,Indian Economic Review,7565,4267,0.564
32361082,European Review of Agricultural Economics,European Review of Agricultural Economics,European Review of Agricultural Economics,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,29521,16652,0.5641
2764884217,Technology Innovation Management Review,Technology Innovation Management Review,,,18213,10278,0.5643
56187647,International Journal of Logistics Economics and Globalisation,International Journal of Logistics Economics and Globalisation,,,2448,1382,0.5645
44544138,Journal of Income Distribution,"Journal of Income Distribution: an international journal, New Series",,,1532,865,0.5646
2765045378,Pacific Rim Property Research Journal,,,Pacific Rim Property Research Journal,5559,3142,0.5652
4210172729,Journal of Humanitarian Logistics and Supply Chain Management,,,Journal of Humanitarian Logistics and Supply Chain Management,15874,8976,0.5655
199447588,Journal of Public Economics,Journal of Public Economics,Journal of Public Economics,JOURNAL OF PUBLIC ECONOMICS,89867,50822,0.5655
4210226067,Journal of Hospitality and Tourism Insights,Journal of Hospitality and Tourism Insights,,,37807,21398,0.566
173627905,Journal of Agricultural & Food Industrial Organization,Journal of Agricultural and Food Industrial Organization,,,5942,3363,0.566
2764940387,Organizational Psychology Review,,Organizational Psychology Review,Organizational Psychology Review,23999,13610,0.5671
2764642258,Indian journal of industrial relations,Indian Journal of Industrial Relations,,,2074,1177,0.5675
38901890,International Journal of Accounting Information Systems,,,International Journal of Accounting Information Systems,20762,11791,0.5679
4210240632,De Computis - Revista Española de Historia de la Contabilidad,,,De Computis-Revista Espanola de Historia de la Contabilidad,1630,926,0.5681
4210210210,Economic and business review,Economic and Business Review,,,17314,9839,0.5683
125733402,Investigación Económica,Investigacion Economica,,Investigacion Economica,9487,5391,0.5683
90392387,South African Journal of Economics,South African Journal of Economics,,SOUTH AFRICAN JOURNAL OF ECONOMICS,16955,9644,0.5688
4210224398,International Hospitality Review,International Hospitality Review,,,7930,4511,0.5689
2737777163,International Journal of Economics and Financial Issues,International Journal of Economics and Financial Issues,,,28253,16077,0.569
102611516,International Journal of Electronic Finance,International Journal of Electronic Finance,,,3031,1726,0.5694
33519306,Econometrics Journal,,Econometrics Journal,Econometrics Journal,14514,8266,0.5695
2737221291,Zagreb international review of economics and business/Zagreb international review of economics & business,Zagreb International Review of Economics and Business,,Zagreb International Review of Economics & Business,7464,4253,0.5698
81022070,Journal of Policy Modeling,,Journal of Policy Modeling,JOURNAL OF POLICY MODELING,41550,23679,0.5699
45992627,The Economic Journal,The Economic Journal,Economic Journal,ECONOMIC JOURNAL,81733,46587,0.57
40814766,Journal of Marketing for HIGHER EDUCATION,,,Journal of Marketing for Higher Education,20840,11881,0.5701
120518121,Atlantic Economic Journal,Atlantic Economic Journal,,ATLANTIC ECONOMIC JOURNAL,11644,6642,0.5704
120311709,Journal of Direct Data and Digital Marketing Practice,"Journal of Direct, Data and Digital Marketing Practice",,,1790,1021,0.5704
23010633,Asian Economic Policy Review,,,Asian Economic Policy Review,5477,3125,0.5706
4210176257,Journal of Management Science and Engineering,,,Journal of Management Science and Engineering,10291,5874,0.5708
2764388120,Business and Economic Research,Business and Economic Research,,,16969,9700,0.5716
4210191457,Innovation and Development,,,Innovation and Development,16966,9710,0.5723
95314075,Leadership,Leadership,Leadership,Leadership,27081,15502,0.5724
2738413198,Equilibrium Quarterly Journal of Economics and Economic Policy,,,Equilibrium-Quarterly Journal of Economics and Economic Policy,18524,10607,0.5726
4210219833,Marketing Review St Gallen,Marketing Review St Gallen,,,4649,2663,0.5728
2764984103,Business Management and Strategy,Business Management and Strategy,,,10094,5783,0.5729
147126554,Panoeconomicus,,,Panoeconomicus,21488,12312,0.573
105584983,International Journal of Management and Decision Making,International Journal of Management and Decision Making,,,4286,2457,0.5733
20277109,South East European Journal of Economics and Business,,,South East European Journal of Economics and Business,2085,1196,0.5736
5407024501,Argumenta Oeconomica,,,Argumenta Oeconomica,690,396,0.5739
147000529,International Journal of Automotive Technology and Management,,,International Journal of Automotive Technology and Management,3988,2290,0.5742
82178847,Economic Papers A journal of applied economics and policy,Economic Papers: a journal of applied economics and policy,,Economic Papers,12633,7258,0.5745
4387284188,Revista Brasileira de Economia de Empresas,Brazilian Journal of Business Economics,,,141,81,0.5745
2911234051,The Irish Journal of Management,Irish Journal of Management,,Irish Journal of Management,5241,3011,0.5745
2764477379,Islamic Economic Studies,Islamic Economic Studies,,,2473,1421,0.5746
175723052,Argumenta Oeconomica,,,Argumenta Oeconomica,11083,6373,0.575
46472734,Young Consumers Insight and Ideas for Responsible Marketers,,,Young Consumers,28096,16154,0.575
4210168091,The Journal of Law Economics and Organization,"Journal of Law, Economics, and Organization","Journal of Law, Economics, and Organization",JOURNAL OF LAW ECONOMICS & ORGANIZATION,17638,10143,0.5751
2737109034,International Journal of Innovation,,,International Journal of Innovation,9487,5463,0.5758
2737717374,Ekonomska misao i praksa,,,Ekonomska Misao i Praksa-Economic Thought and Practice,4300,2478,0.5763
4210195788,Delhi Business Review,Delhi Business Review,,,1841,1061,0.5763
163774179,Labour Economics,,Labour Economics,LABOUR ECONOMICS,68541,39519,0.5766
4210176348,Journal of Science and Technology Policy Management,,,Journal of Science and Technology Policy Management,30534,17613,0.5768
4210171100,Strategic Management,,,Strategic Management,6319,3645,0.5768
2738428943,Studia Universitatis „Vasile Goldis” Arad – Economics Series,,,Studia Universitatis Vasile Goldis Arad Seria Stiinte Economice,5269,3041,0.5771
2737431740,Econometrics,Econometrics,,Econometrics,16315,9416,0.5771
2764896919,Environmental Economics and Policy Studies,Environmental Economics and Policy Studies,,Environmental Economics and Policy Studies,17401,10043,0.5772
52871902,Accounting Business & Financial History,Accounting History Review,Accounting History Review,Accounting History Review,575,332,0.5774
141478581,Journal of Enterprise Information Management,,Journal of Enterprise Information Management,Journal of Enterprise Information Management,56154,32436,0.5776
49389958,Econometric Theory,,Econometric Theory,ECONOMETRIC THEORY,26227,15149,0.5776
15356059,Review of Political Economy,Review of Political Economy,,REVIEW OF POLITICAL ECONOMY,30925,17870,0.5778
2764703659,Journal of Business & Economics Research (JBER),Journal of Business and Economics Research,,,25554,14776,0.5782
7345157,Eastern Economic Journal,Eastern Economic Journal,,Eastern Economic Journal,17903,10354,0.5783
2764767644,The Journal of Retirement,The Journal of Retirement,,,4341,2511,0.5784
2765042083,Latin american journal of economics,Latin American Journal of Economics,,,2178,1260,0.5785
141600920,Fiscal Studies,,Fiscal Studies,FISCAL STUDIES,12387,7167,0.5786
2764873792,African Journal of Business and Economic Research,African Journal of Business and Economic Research,,,1052,609,0.5789
2764469589,Journal of Business Administration Research,Journal of Business Administration Research,,,4814,2787,0.5789
4210208616,Innovative Marketing,Innovative Marketing,,Innovative Marketing,17802,10311,0.5792
140059072,Human Resource Development International,Human Resource Development International,,HUMAN RESOURCE DEVELOPMENT INTERNATIONAL,30336,17573,0.5793
2764773711,International Journal of Business and Society,,,International Journal of Business and Society,27341,15844,0.5795
2764557015,Journal of Islamic Economics Banking and Finance,"Journal of Islamic Economics, Banking and Finance",,,1658,961,0.5796
2764480295,Journal of Academy of Business and Economics,Journal of the Academy of Business and Economics,,,395,229,0.5797
133599136,Organizational Research Methods,Organizational Research Methods,Organizational Research Methods,ORGANIZATIONAL RESEARCH METHODS,35694,20695,0.5798
187270080,European Journal of Work and Organizational Psychology,,European Journal of Work and Organizational Psychology,European Journal of Work and Organizational Psychology,72812,42225,0.5799
140842003,Review of Environmental Economics and Policy,Review of Environmental Economics and Policy,,Review of Environmental Economics and Policy,13893,8060,0.5801
2765073605,European Journal of Economics and Economic Policies Intervention,,,European Journal of Economics and Economic Policies-Intervention,5044,2927,0.5803
4210237103,Indonesian Management and Accounting Research,Indonesian Management and Accounting Research,,,725,421,0.5807
4210226909,Acta Commercii,Acta Commercii,,,17925,10409,0.5807
185277049,Journal of Banking Regulation,,,Journal of Banking Regulation,11956,6943,0.5807
26598852,Economia Politica,Economia Politica,,Economia Politica,19815,11510,0.5809
2737852900,Review of Economic Analysis,,,Review of Economic Analysis,5105,2966,0.581
2764516016,European journal of training and development,European Journal of Training and Development,,European Journal of Training and Development,35929,20887,0.5813
136764900,Journal of Forensic Economics,Journal of Forensic Economics,,,1874,1091,0.5822
138645024,Journal of Comparative Economics,Journal of Comparative Economics,Journal of Comparative Economics,JOURNAL OF COMPARATIVE ECONOMICS,45992,26787,0.5824
4394735553,Annals of Public and Cooperative Economics,,Annals of Public and Cooperative Economics,Annals of Public and Cooperative Economics,24558,14307,0.5826
2737296559,Economies,Economies,,Economies,81363,47424,0.5829
