ISSN,Journal,categories,Subject_areas,source_id,display_name
1542-7560,Journal of Behavioral Finance,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S94083415,Journal of Behavioral Finance
1748-4995,Annals of Actuarial Science,,F&A,https://openalex.org/S2764823410,Annals of Actuarial Science
0951-3574,"Accounting, Auditing and Accountability Journal","['BUSINESS, FINANCE']",F&A,https://openalex.org/S4210224324,Accounting Auditing & Accountability Journal
1572-3097,Review of Finance,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S131117787,Review of Finance
1544-6123,Finance Research Letters,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S88577320,Finance research letters
1092-0277,North American Actuarial Journal,,F&A,https://openalex.org/S2764463436,North American Actuarial Journal
1380-6653,Review of Accounting Studies,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S11853582,Review of Accounting Studies
1176-6093,Qualitative Research in Accounting and Management,"['BUSINESS, FINANCE', MANAGEMENT]",F&A,https://openalex.org/S76239586,Qualitative Research in Accounting & Management
1369-412X,International Review of Finance,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S35246616,International Review of Finance
1934-4554,Financial Markets and Portfolio Management,,F&A,https://openalex.org/S4210231290,Financial markets and portfolio management
0268-6902,Managerial Auditing Journal,"['BUSINESS, FINANCE', MANAGEMENT]",F&A,https://openalex.org/S136661304,Managerial Auditing Journal
0949-2984,Finance and Stochastics,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S172526255,Finance and Stochastics
0270-2592,Journal of Financial Research,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S74917840,The Journal of Financial Research
0022-1082,Journal of Finance,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S5353659,The Journal of Finance
0155-9982,Accounting Forum,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S131296671,Accounting Forum
1471-7727,Information and Organization,[MANAGEMENT],F&A,https://openalex.org/S35363033,Information and Organization
0927-5398,Journal of Empirical Finance,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S145875555,Journal of Empirical Finance
1608-1625,Asia-Pacific Journal of Accounting and Economics,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S4210203108,Asia-Pacific Journal of Accounting & Economics
1057-5219,International Review of Financial Analysis,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S145572626,International Review of Financial Analysis
0895-5638,Journal of Real Estate Finance and Economics,"['BUSINESS, FINANCE', ECONOMICS, URBAN STUDIES]",F&A,https://openalex.org/S202178085,The Journal of Real Estate Finance and Economics
0165-4101,Journal of Accounting and Economics,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S62142384,Journal of Accounting and Economics
0732-8516,Financial Review,,F&A,https://openalex.org/S9351053,Financial Review
0278-4254,Journal of Accounting and Public Policy,"['BUSINESS, FINANCE', PUBLIC ADMINISTRATION]",F&A,https://openalex.org/S86762183,Journal of Accounting and Public Policy
0927-538X,Pacific Basin Finance Journal,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S29049940,Pacific-Basin Finance Journal
0882-6110,Advances in Accounting,,F&A,https://openalex.org/S27001385,Advances in Accounting
0924-865X,Review of Quantitative Finance and Accounting,,F&A,https://openalex.org/S62110574,Review of Quantitative Finance and Accounting
1572-3089,Journal of Financial Stability,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S121634618,Journal of Financial Stability
1469-7688,Quantitative Finance,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S182689569,Quantitative Finance
0960-1627,Mathematical Finance,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S133335107,Mathematical Finance
0361-3682,"Accounting, Organizations and Society","['BUSINESS, FINANCE']",F&A,https://openalex.org/S198892436,Accounting Organizations and Society
0022-2879,"Journal of Money, Credit and Banking","['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S2058785,Journal of money credit and banking
0278-0380,Auditing,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S75845752,Auditing A Journal of Practice & Theory
0095-4918,Journal of Portfolio Management,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S143806524,The Journal of Portfolio Management
0307-4358,Managerial Finance,,F&A,https://openalex.org/S184351885,Managerial Finance
1045-2354,Critical Perspectives on Accounting,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S66510378,Critical Perspectives on Accounting
0823-9150,Contemporary Accounting Research,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S65924262,Contemporary Accounting Research
1090-6738,International Journal of Auditing,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S152372256,International Journal of Auditing
1566-0141,Emerging Markets Review,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S197112600,Emerging Markets Review
2405-8513,Journal of Commodity Markets,,F&A,https://openalex.org/S2898531903,Journal of commodity markets
0304-405X,Journal of Financial Economics,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S149240962,Journal of Financial Economics
0810-5391,Accounting and Finance,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S4210171597,Accounting and Finance
0890-8389,British Accounting Review,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S197396629,The British Accounting Review
0148-4184,Accounting Historians Journal,,F&A,https://openalex.org/S2764889392,Accounting Historians Journal
1744-9480,Accounting in Europe,,F&A,https://openalex.org/S31181851,Accounting in Europe
2046-9128,Review of Corporate Finance Studies,,F&A,https://openalex.org/S2736251538,The Review of Corporate Finance Studies
0737-4607,Journal of Accounting Literature,,F&A,https://openalex.org/S2898124213,Journal of Accounting Literature
0378-4266,Journal of Banking and Finance,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S2876017,Journal of Banking & Finance
1475-1488,Advances in Accounting Behavioral Research,,F&A,https://openalex.org/S4210216216,Advances in accounting behavioral research
0893-9454,Review of Financial Studies,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S170137484,Review of Financial Studies
0001-3072,Abacus,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S161221442,Abacus
0022-1090,Journal of Financial and Quantitative Analysis,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S193228710,Journal of Financial and Quantitative Analysis
0021-8456,Journal of Accounting Research,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S111116695,Journal of Accounting Research
0261-5606,Journal of International Money and Finance,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S10747938,Journal of International Money and Finance
1035-6908,Australian Accounting Review,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S144747835,Australian Accounting Review
0046-3892,Financial Management,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S157946625,Financial Management
0001-4826,Accounting Review,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S160506855,The Accounting Review
0888-7993,Accounting Horizons,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S181356434,Accounting Horizons
0001-4788,Accounting and Business Research,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S323237,Accounting and Business Research
0306-686X,Journal of Business Finance and Accounting,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S48254654,Journal of Business Finance &amp Accounting
0143-5671,Fiscal Studies,"['BUSINESS, FINANCE', ECONOMICS]",F&A,https://openalex.org/S141600920,Fiscal Studies
1044-0283,Global Finance Journal,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S150702451,Global Finance Journal
0270-7314,Journal of Futures Markets,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S136612413,Journal of Futures Markets
1094-4060,International Journal of Accounting Information Systems,,F&A,https://openalex.org/S4210202311,The International journal of accounting/International journal of accounting
0929-1199,Journal of Corporate Finance,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S152282257,Journal of Corporate Finance
1076-9307,International Journal of Finance and Economics,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S146099957,International Journal of Finance & Economics
0275-5319,Research in International Business and Finance,"['BUSINESS, FINANCE']",F&A,https://openalex.org/S8133038,Research in International Business and Finance
1354-7798,European Financial Management,"['BUSINESS, FINANCE']","F&A
Economics;",https://openalex.org/S131852005,European Financial Management
1751-1348,Journal of Management History,,Gen & Strat,https://openalex.org/S148189957,Journal of Management History
2042-5791,Global Strategy Journal,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S2765008422,Global Strategy Journal
1385-3457,Journal of Management and Governance,,Gen & Strat,https://openalex.org/S6013065,Journal of Management & Governance
0306-3070,Journal of General Management,,Gen & Strat,https://openalex.org/S4210183922,Journal of General Management
2168-1007,Academy of Management Discoveries,,Gen & Strat,https://openalex.org/S4210202650,Academy of Management Discoveries
1740-4754,European Management Review,,Gen & Strat,https://openalex.org/S172313144,European Management Review
0893-3189,Management Communication Quarterly,"[COMMUNICATION, MANAGEMENT]",Gen & Strat,https://openalex.org/S176497116,Management Communication Quarterly
0149-2063,Journal of Management,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S122767448,Journal of Management
0024-6301,Long Range Planning,"[BUSINESS, DEVELOPMENT STUDIES, MANAGEMENT]",Gen & Strat,https://openalex.org/S9435936,Long Range Planning
0312-8962,Australian Journal of Management,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S177092143,Australian Journal of Management
1740-8776,Management and Organization Review,[MANAGEMENT],Gen & Strat,https://openalex.org/S70175541,Management and Organization Review
1558-9080,Academy of Management Perspectives,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S33741590,Academy of Management Perspectives
1094-4281,Organizational Research Methods,[MANAGEMENT],Gen & Strat,https://openalex.org/S133599136,Organizational Research Methods
0044-2372,Journal of Business Economics,,Gen & Strat,https://openalex.org/S2913204857,Journal of Business Economics
0017-8012,Harvard Business Review,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S41416626,Harvard business review
1286-4692,M@n@gement,,Gen & Strat,https://openalex.org/S4210168739,M n gement
0263-2764,"Theory, Culture and Society",,Gen & Strat,https://openalex.org/S77333486,Theory Culture & Society
1439-2917,Schmalenbach Business Review,,Gen & Strat,https://openalex.org/S4210207936,Schmalenbach Business Review
1460-8545,International Journal of Management Reviews,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S87745625,International Journal of Management Reviews
2333-2050,Strategy Science,,Gen & Strat,https://openalex.org/S4210183760,Strategy Science
0007-6503,Business and Society,[BUSINESS],Gen & Strat,https://openalex.org/S44376543,Business & Society
0023-6942,Labour History,,Gen & Strat,https://openalex.org/S2047265,Labour History
1089-2699,Group Dynamics,,Gen & Strat,https://openalex.org/S20082545,Group Dynamics Theory Research and Practice
1045-3172,British Journal of Management,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S184126201,British Journal of Management
0263-2373,European Management Journal,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S105567970,European Management Journal
0001-8392,Administrative Science Quarterly,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S143668711,Administrative Science Quarterly
0956-5221,Scandinavian Journal of Management,[MANAGEMENT],Gen & Strat,https://openalex.org/S171971387,Scandinavian Journal of Management
1350-5076,Management Learning,[MANAGEMENT],Gen & Strat,https://openalex.org/S99768379,Management Learning
0742-3322,Advances in Strategic Management,,Gen & Strat,https://openalex.org/S4210174510,Advances in strategic management
0338-4551,Revue Francaise de Gestion,,Gen & Strat,https://openalex.org/S4210225646,Revue française de gestion
1086-0266,Organization and Environment,,Gen & Strat,https://openalex.org/S94552155,Organization & Environment
0008-1256,California Management Review,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S172782825,California Management Review
1441-3523,Sport Management Review,,Gen & Strat,https://openalex.org/S121058368,Sport Management Review
1941-6520,Academy of Management Annals,,Gen & Strat,https://openalex.org/S27614628,Academy of Management Annals
1472-0701,Corporate Governance: The International Journal of Busin,,Gen & Strat,https://openalex.org/S173789977,Corporate Governance
0888-4773,Journal of Sport Management,,Gen & Strat,https://openalex.org/S165879012,Journal of Sport Management
0025-1747,Management Decision,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S154010748,Management Decision
1086-1718,Strategic Change,,Gen & Strat,https://openalex.org/S141901250,Strategic Change
0953-7325,Technology Analysis and Strategic Management,[MANAGEMENT],Gen & Strat,https://openalex.org/S130699561,Technology Analysis and Strategic Management
0953-4814,Journal of Organizational Change Management,[MANAGEMENT],Gen & Strat,https://openalex.org/S197145128,Journal of Organizational Change Management
0363-7425,Academy of Management Review,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S46763546,Academy of Management Review
0277-6693,Journal of Forecasting,"[ECONOMICS, MANAGEMENT]",Gen & Strat,https://openalex.org/S122161766,Journal of Forecasting
0143-2095,Strategic Management Journal,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S102949365,Strategic Management Journal
2041-1723,Nature Communications,,Gen & Strat,https://openalex.org/S64187185,Nature Communications
0143-7739,Leadership and Organization Development Journal,[MANAGEMENT],Gen & Strat,https://openalex.org/S4210189271,Leadership & Organization Development Journal
0001-4273,Academy of Management Journal,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S117778295,Academy of Management Journal
0275-6668,Journal of Business Strategy,,Gen & Strat,https://openalex.org/S1558358,Journal of Business Strategy
1476-1270,Strategic Organization,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S11394615,Strategic Organization
8756-9728,Project Management Journal,,Gen & Strat,https://openalex.org/S196205230,Project Management Journal
0022-2380,Journal of Management Studies,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S151705444,Journal of Management Studies
0007-6813,Business Horizons,[BUSINESS],Gen & Strat,https://openalex.org/S113237667,Business Horizons
1863-6683,Review of Managerial Science,[MANAGEMENT],Gen & Strat,https://openalex.org/S203071086,Review of Managerial Science
0926-2644,Group Decision and Negotiation,[MANAGEMENT],Gen & Strat,https://openalex.org/S149709236,Group Decision and Negotiation
0748-4526,Negotiation Journal,[MANAGEMENT],Gen & Strat,https://openalex.org/S57049600,Negotiation Journal
0955-534X,European Business Review,,Gen & Strat,https://openalex.org/S94775995,European Business Review
1044-4068,International Journal of Conflict Management,,Gen & Strat,https://openalex.org/S78280016,International Journal of Conflict Management
1056-4926,Journal of Management Inquiry,[MANAGEMENT],Gen & Strat,https://openalex.org/S17986141,Journal of Management Inquiry
1932-4391,Strategic Entrepreneurship Journal,"[BUSINESS, MANAGEMENT]",Gen & Strat,https://openalex.org/S31690342,Strategic Entrepreneurship Journal
1833-3672,Journal of Management and Organization,[MANAGEMENT],Gen & Strat,https://openalex.org/S8124760,Journal of Management & Organization
0964-4733,Business Strategy and the Environment,"[BUSINESS, ENVIRONMENTAL STUDIES, MANAGEMENT]",Gen & Strat,https://openalex.org/S205793605,Business Strategy and the Environment
1532-9194,MIT Sloan Management Review,,Gen & Strat,,
2049-8799,Journal of Global Mobility,,HRM/IR,https://openalex.org/S4210214832,Journal of Global Mobility The Home of Expatriate Management Research
2397-0022,German Journal of Human Resource Management,[MANAGEMENT],HRM/IR,https://openalex.org/S3022066471,German Journal of Human Resource Management Zeitschrift für Personalforschung
0958-5192,International Journal of Human Resource Management,[MANAGEMENT],"HRM/IR, IB",https://openalex.org/S184846731,The International Journal of Human Resource Management
0020-8825,International Studies of Management and Organization,,IB,https://openalex.org/S55766468,International Studies of Management and Organization
1751-6757,European Journal of International Management,[MANAGEMENT],IB,https://openalex.org/S118637542,European J of International Management
0938-8249,Management International Review,[MANAGEMENT],IB,https://openalex.org/S128478731,Management International Review
1090-9516,Journal of World Business,[BUSINESS],IB,https://openalex.org/S143995394,Journal of World Business
0969-5931,International Business Review,"[BUSINESS, MANAGEMENT]",IB,https://openalex.org/S23343376,International Business Review
1742-2043,Critical Perspectives on International Business,,IB,https://openalex.org/S45303301,Critical Perspectives on International Business
0964-8410,Corporate Governance: An International Review,"[BUSINESS, 'BUSINESS, FINANCE', MANAGEMENT]",IB,https://openalex.org/S77308338,Corporate Governance An International Review
1075-4253,Journal of International Management,[MANAGEMENT],IB,https://openalex.org/S960608072,Journal of International Management
1096-4762,Thunderbird International Business Review,,IB,https://openalex.org/S49396926,Thunderbird International Business Review
2522-0705,Journal of International Business Policy,,IB,https://openalex.org/S4210186510,Journal of International Business Policy
1468-2621,African Affairs,,IB,https://openalex.org/S33869021,African Affairs
0966-8136,Europe-Asia Studies,,IB,https://openalex.org/S115434995,Europe Asia Studies
0047-2506,Journal of International Business Studies,"[BUSINESS, MANAGEMENT]",IB,https://openalex.org/S38024979,Journal of International Business Studies
0217-4561,Asia Pacific Journal of Management,[MANAGEMENT],IB,https://openalex.org/S107036887,Asia Pacific Journal of Management
1360-2381,Asia Pacific Business Review,"[BUSINESS, MANAGEMENT]",IB,https://openalex.org/S117460449,Asia Pacific Business Review
1525-383X,Multinational Business Review,[BUSINESS],IB,https://openalex.org/S2764892107,Multinational Business Review
1363-9196,International Journal of Innovation Management,,Innovation,https://openalex.org/S181388337,International Journal of Innovation Management
0737-6782,Journal of Product Innovation Management,"[BUSINESS, MANAGEMENT]",Innovation,https://openalex.org/S93630570,Journal of Product Innovation Management
1366-2716,Industry and Innovation,"[ECONOMICS, MANAGEMENT]",Innovation,https://openalex.org/S36209479,Industry and Innovation
1047-8310,Journal of High Technology Management Research,,Innovation,https://openalex.org/S1234856,The Journal of High Technology Management Research
0162-2439,Science Technology and Human Values,,Innovation,https://openalex.org/S2181421,Science Technology & Human Values
0306-3127,Social Studies of Science,,Innovation,https://openalex.org/S68632876,Social Studies of Science
0963-6625,Public Understanding of Science,,Innovation,https://openalex.org/S124907306,Public Understanding of Science
0267-5730,International Journal of Technology Management,"[MANAGEMENT, OPERATIONS RESEARCH & MANAGEMENT SCIENCE]",Innovation,https://openalex.org/S171720814,International Journal of Technology Management
0016-3287,Futures,[ECONOMICS],Innovation,https://openalex.org/S130638383,Futures
0033-6807,R and D Management,"[BUSINESS, MANAGEMENT]",Innovation,https://openalex.org/S43637407,R and D Management
0040-1625,Technological Forecasting and Social Change,,Innovation,https://openalex.org/S39307421,Technological Forecasting and Social Change
0138-9130,Scientometrics,,Innovation,https://openalex.org/S148561398,Scientometrics
0166-4972,Technovation,,Innovation,https://openalex.org/S70698675,Technovation
0963-1690,Creativity and Innovation Management,[MANAGEMENT],Innovation,https://openalex.org/S132285554,Creativity and Innovation Management
1460-1060,European Journal of Innovation Management,"[BUSINESS, MANAGEMENT]",Innovation,https://openalex.org/S90149737,European Journal of Innovation Management
1042-4431,"Journal of International Financial Markets, Institutions and","['BUSINESS, FINANCE', ECONOMICS]",MF&A,https://openalex.org/S82743730,Journal of International Financial Markets Institutions and Money
1449-8618,Australasian Journal of Information Systems,,"MIS, KM",https://openalex.org/S105581714,AJIS. Australasian journal of information systems/AJIS. Australian journal of information systems/Australian journal of information systems
1526-6133,Journal of Electronic Commerce Research,[BUSINESS],"MIS, KM",https://openalex.org/S114268679,Journal of electronic commerce research
1385-951X,Information Technology and Management,[MANAGEMENT],"MIS, KM",https://openalex.org/S122922407,Information Technology and Management
1086-4415,International Journal of Electronic Commerce,[BUSINESS],"MIS, KM",https://openalex.org/S18436875,International Journal of Electronic Commerce
0004-5411,Journal of the ACM,,"MIS, KM",https://openalex.org/S118992489,Journal of the ACM
0905-0167,Scandinavian Journal of Information Systems,,"MIS, KM",https://openalex.org/S136415702,Scandinavian Journal of Information Systems
1350-1917,Information Systems Journal,,"MIS, KM",https://openalex.org/S92260147,Information Systems Journal
1063-8016,Journal of Database Management,,"MIS, KM",https://openalex.org/S73024538,Journal of Database Management
1944-3900,AIS Transactions on Human-Computer Interaction,,"MIS, KM",https://openalex.org/S4210193050,AIS Transactions on Human-Computer Interaction
0960-085X,European Journal of Information Systems,,"MIS, KM",https://openalex.org/S116712389,European Journal of Information Systems
0737-0024,Human-Computer Interaction,,"MIS, KM",https://openalex.org/S2481449237,Human-Computer Interaction
1536-9323,Journal of the Association for Information Systems,,"MIS, KM",https://openalex.org/S30879505,Journal of the Association for Information Systems
1541-1672,IEEE Intelligent Systems,,"MIS, KM",https://openalex.org/S114241109,IEEE Intelligent Systems
1540-1960,MIS Quarterly Executive,,"MIS, KM",https://openalex.org/S48312676,MIS Quarterly Executive
1540-1960,MIS Quarterly Executive,[MANAGEMENT],"MIS, KM",https://openalex.org/S48312676,MIS Quarterly Executive
0197-2243,Information Society,,"MIS, KM",https://openalex.org/S144363146,The Information Society
0740-817X,IISE Transactions (Institute of Industrial Engineers),,"MIS, KM",https://openalex.org/S63835026,IIE Transactions
0169-023X,Data and Knowledge Engineering,,"MIS, KM",https://openalex.org/S136993123,Data & Knowledge Engineering
1066-2243,Internet Research,,"MIS, KM",https://openalex.org/S63576417,Internet Research
0098-3500,ACM Transactions on Mathematical Software,,"MIS, KM",https://openalex.org/S163326656,ACM Transactions on Mathematical Software
1058-0530,Information Systems Management,,"MIS, KM",https://openalex.org/S124504522,Information Systems Management
0167-9236,Decision Support Systems,,"MIS, KM",https://openalex.org/S11479521,Decision Support Systems
0276-7783,MIS Quarterly: Management Information Systems,,"MIS, KM",https://openalex.org/S57293258,MIS Quarterly
0950-7051,Knowledge-Based Systems,,"MIS, KM",https://openalex.org/S10169007,Knowledge-Based Systems
0306-4379,Information Systems,,"MIS, KM",https://openalex.org/S193006928,Information Systems
0308-5961,Telecommunications Policy,,"MIS, KM",https://openalex.org/S120991925,Telecommunications Policy
0268-4012,International Journal of Information Management,,"MIS, KM",https://openalex.org/S189354248,International Journal of Information Management
0747-5632,Computers in Human Behavior,,"MIS, KM",https://openalex.org/S204030396,Computers in Human Behavior
0959-3845,Information Technology and People,,"MIS, KM",https://openalex.org/S185256354,Information Technology and People
0144-929X,Behaviour and Information Technology,,"MIS, KM",https://openalex.org/S123849098,Behaviour and Information Technology
0001-0782,Communications of the ACM,,"MIS, KM",https://openalex.org/S103482838,Communications of the ACM
1389-5753,Electronic Commerce Research,"[BUSINESS, MANAGEMENT]","MIS, KM",https://openalex.org/S205929853,Electronic Commerce Research
0268-3962,Journal of Information Technology,,"MIS, KM",https://openalex.org/S135086714,Journal of Information Technology
0165-5515,Journal of Information Science,,"MIS, KM",https://openalex.org/S68913162,Journal of Information Science
1529-3181,Communications of the Association for Information,,"MIS, KM",https://openalex.org/S4210239688,Communications of the Association for Information Systems
1567-4223,Electronic Commerce Research and Applications,[BUSINESS],"MIS, KM",https://openalex.org/S187709482,Electronic Commerce Research and Applications
1073-0516,ACM Transactions on Computer-Human Interaction,,"MIS, KM",https://openalex.org/S89276529,ACM Transactions on Computer-Human Interaction
1041-4347,IEEE Transactions on Knowledge and Data Engineering,,"MIS, KM",https://openalex.org/S30698027,IEEE Transactions on Knowledge and Data Engineering
1047-7047,Information Systems Research,,"MIS, KM",https://openalex.org/S202812398,Information Systems Research
0887-4417,Journal of Computer Information Systems,,"MIS, KM",https://openalex.org/S83133229,Journal of Computer Information Systems
0742-1222,Journal of Management Information Systems,,"MIS, KM",https://openalex.org/S9954729,Journal of Management Information Systems
1367-3270,Journal of Knowledge Management,,"MIS, KM",https://openalex.org/S50631486,Journal of Knowledge Management
0963-8687,Journal of Strategic Information Systems,,"MIS, KM",https://openalex.org/S6144335,The Journal of Strategic Information Systems
1046-8188,ACM Transactions on Information Systems,,"MIS, KM",https://openalex.org/S4394735545,ACM Transactions on Information Systems
0378-7206,Information and Management,,"MIS, KM",https://openalex.org/S38883057,Information & Management
0167-6687,Insurance: Mathematics and Economics,[ECONOMICS],"MIS, KM",https://openalex.org/S198325475,Insurance Mathematics and Economics
1387-3326,Information Systems Frontiers,,"MIS, KM",https://openalex.org/S181659395,Information Systems Frontiers
0097-5397,SIAM Journal on Computing,,"MIS, KM",https://openalex.org/S153560523,SIAM Journal on Computing
0098-5589,IEEE Transactions on Software Engineering,,"MIS, KM",https://openalex.org/S8351582,IEEE Transactions on Software Engineering
0957-4174,Expert Systems with Applications,,"MIS, KM",https://openalex.org/S13144211,Expert Systems with Applications
0018-9286,IEEE Transactions on Automatic Control,,"MIS, KM",https://openalex.org/S184954342,IEEE Transactions on Automatic Control
1386-9620,Health Care Management Science,,"MIS, KM",https://openalex.org/S59475652,Health Care Management Science
1019-6781,Electronic Markets,"[BUSINESS, MANAGEMENT]","MIS, KM",https://openalex.org/S137519996,Electronic Markets
0950-5849,Information and Software Technology,,"MIS, KM",https://openalex.org/S205010575,Information and Software Technology
1741-0398,Journal of Enterprise Information Management,,"MIS, KM",https://openalex.org/S141478581,Journal of Enterprise Information Management
0360-0300,ACM Computing Surveys,,"MIS, KM",https://openalex.org/S157921468,ACM Computing Surveys
0004-3702,Artificial Intelligence,,"MIS, KM",https://openalex.org/S196139623,Artificial Intelligence
0022-4065,Journal of Quality Technology,,"MIS, KM",https://openalex.org/S166831694,Journal of Quality Technology
0306-4573,Information Processing and Management,,"MIS, KM",https://openalex.org/S174847851,Information Processing & Management
1062-7375,Journal of Global Information Management,,"MIS, KM",https://openalex.org/S83591844,Journal of Global Information Management
1049-3301,ACM Transactions on Modeling and Computer Simulation,,"MIS, KM",https://openalex.org/S38703467,ACM Transactions on Modeling and Computer Simulation
1467-9868,Journal of the Royal Statistical Society. Series B: Statistical,,"MOR,MS,POM",https://openalex.org/S145009937,Journal of the Royal Statistical Society Series B (Statistical Methodology)
0960-0035,International Journal of Physical Distribution and Logistics,[MANAGEMENT],"MOR,MS,POM",https://openalex.org/S41302103,International Journal of Physical Distribution & Logistics Management
1094-6705,Journal of Service Research,[BUSINESS],Marketing,https://openalex.org/S125608309,Journal of Service Research
1094-9968,Journal of Interactive Marketing,[BUSINESS],Marketing,https://openalex.org/S92709572,Journal of Interactive Marketing
0021-8499,Journal of Advertising Research,"[BUSINESS, COMMUNICATION]",Marketing,https://openalex.org/S61992289,Journal of Advertising Research
1069-6679,Journal of Marketing Theory and Practice,,Marketing,https://openalex.org/S42468459,The Journal of Marketing Theory and Practice
1350-231X,Journal of Brand Management,"[BUSINESS, MANAGEMENT]",Marketing,https://openalex.org/S27632631,Journal of Brand Management
1470-5931,Marketing Theory,[BUSINESS],Marketing,https://openalex.org/S195188575,Marketing Theory
1352-2752,Qualitative Market Research,,Marketing,https://openalex.org/S139289085,Qualitative Market Research An International Journal
1051-712X,Journal of Business-to-Business Marketing,[BUSINESS],Marketing,https://openalex.org/S139478629,Journal of Business-to-Business Marketing
2055-6225,Journal of Service Theory and Practice,"[BUSINESS, MANAGEMENT]",Marketing,https://openalex.org/S4210224898,Journal of Service Theory and Practice
1069-031X,Journal of International Marketing,[BUSINESS],Marketing,https://openalex.org/S119908498,Journal of International Marketing
0923-0645,Marketing Letters,[BUSINESS],Marketing,https://openalex.org/S148909191,Marketing Letters
0743-9156,Journal of Public Policy and Marketing,[BUSINESS],Marketing,https://openalex.org/S37376905,Journal of Public Policy & Marketing
0885-3134,Journal of Personal Selling and Sales Management,,Marketing,https://openalex.org/S968139600,Journal of Personal Selling and Sales Management
0267-257X,Journal of Marketing Management,"[BUSINESS, MANAGEMENT]",Marketing,https://openalex.org/S14291815,Journal of Marketing Management
0167-8116,International Journal of Research in Marketing,[BUSINESS],Marketing,https://openalex.org/S11810700,International Journal of Research in Marketing
0965-254X,Journal of Strategic Marketing,,Marketing,https://openalex.org/S43415676,Journal of Strategic Marketing
1061-0421,Journal of Product and Brand Management,"[BUSINESS, MANAGEMENT]",Marketing,https://openalex.org/S58171247,Journal of Product & Brand Management
1355-5855,Asia Pacific Journal of Marketing and Logistics,[BUSINESS],Marketing,https://openalex.org/S191031105,Asia Pacific Journal of Marketing and Logistics
